"REG_ID","Regions","IND","Indicator","MEAS","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AT13","Vienna","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,51.8,,
"AT21","Carinthia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58.8,,
"AT22","Styria","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.9,,
"AT31","Upper Austria","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.9,,
"AT32","Salzburg","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.8,,
"AT33","Tyrol","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.8,,
"AT34","Vorarlberg","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,52.9,,
"BEL","Belgium","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,52.6,,
"BE1","Brussels Capital Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,48.5,,
"BE2","Flemish Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.4,,
"BE3","Wallonia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.8,,
"CAN","Canada","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,45.3,,
"CA10","Newfoundland and Labrador","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,47.8,,
"CA11","Prince Edward Island","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,31.7,,
"CA12","Nova Scotia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,43.4,,
"CA13","New Brunswick","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,43.8,,
"CA24","Quebec","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.4,,
"CA35","Ontario","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,37,,
"CA46","Manitoba","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,36.9,,
"CA47","Saskatchewan","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,40.5,,
"CA48","Alberta","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,34.5,,
"CA59","British Columbia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,32.4,,
"CHL","Chile","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.5,,
"CL01","Tarapacá","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,73.6,,
"CL02","Antofagasta","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,68.2,,
"CL03","Atacama","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,61.1,,
"CL04","Coquimbo","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.7,,
"CL05","Valparaíso","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,60,,
"CL06","O'Higgins","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,77.8,,
"CL07","Maule","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.2,,
"CL08","Bío-Bío","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.8,,
"CL09","Araucanía","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58.8,,
"CL10","Los Lagos","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,56.6,,
"CL11","Aysén","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58,,
"CL12","Magallanes y Antártica","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,41.6,,
"CL13","Santiago Metropolitan","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.6,,
"CL14","Los Rios","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,77.1,,
"CL15","Arica Y Parinacota","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,38.1,,
"CZE","Czech Republic","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83,,
"CZ01","Prague","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,82,,
"CZ02","Central Bohemian Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78.8,,
"CZ03","Southwest","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,84.4,,
"CZ04","Northwest","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,89.2,,
"CZ05","Northeast","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.9,,
"CZ06","Southeast","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,87.7,,
"CZ07","Central Moravia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.2,,
"CZ08","Moravia-Silesia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,86.5,,
"DNK","Denmark","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,15.9,,
"DK01","Capital (DK)","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,13.4,,
"DK02","Zealand","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,20.1,,
"DK03","Southern Denmark","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,16.5,,
"DK04","Central Jutland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,14,,
"DK05","Northern Jutland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,18.8,,
"EST","Estonia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.3,,
"EE00","Estonia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,56.3,,
"FIN","Finland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,23.9,,
"FI19","Western Finland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,28,,
"FI1C","Southern Finland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,25.7,,
"FI1D","Eastern and Northern Finland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,26.8,,
"FRA","France","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.8,,
"FR10","Ile de France","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.5,,
"FR21","Champagne-Ardenne","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.4,,
"FR22","Picardy","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.7,,
"FR23","Upper Normandy","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,66.9,,
"FR24","Centre (FR)","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,61.6,,
"FR25","Lower Normandy ","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.4,,
"FR26","Burgundy","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.7,,
"FR30","Nord-Pas-de-Calais","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.9,,
"FR41","Lorraine","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64.6,,
"FR42","Alsace ","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58.7,,
"FR43","Franche-Comté","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.3,,
"FR51","Pays de la Loire","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,56.4,,
"FR52","Brittany","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58.1,,
"FR53","Poitou-Charentes","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,56,,
"FR61","Aquitaine","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.4,,
"FR62","Midi-Pyrénées","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,57,,
"FR63","Limousin","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71.7,,
"FR71","Rhône-Alpes","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,56.4,,
"FR72","Auvergne","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.3,,
"FR81","Languedoc-Roussillon ","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.3,,
"FR82","Provence-Alpes-Côte d'Azur","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,56.1,,
"FR83","Corsica","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,60,,
"DEU","Germany","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.6,,
"DE1","Baden-Württemberg ","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,51.5,,
"DE2","Bavaria","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,57,,
"DE3","Berlin","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,52.7,,
"DE4","Brandenburg","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,52.5,,
"DE5","Bremen ","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,46.7,,
"DE6","Hamburg","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,44.1,,
"DE7","Hesse","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,48.8,,
"DE8","Mecklenburg-Vorpommern","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.7,,
"DE9","Lower Saxony ","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,51.6,,
"DEA","North Rhine-Westphalia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.1,,
"DEB","Rhineland-Palatinate","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.1,,
"DEC","Saarland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.2,,
"DED","Saxony","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.3,,
"DEE","Saxony-Anhalt","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.9,,
"DEF","Schleswig-Holstein","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,56.6,,
"DEG","Thuringia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,57.3,,
"GRC","Greece","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,87.5,,
"HUN","Hungary","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78.6,,
"HU10","Central Hungary","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76.9,,
"HU21","Central Transdanubia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,84,,
"HU22","Western Transdanubia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.7,,
"HU23","Southern Transdanubia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80.8,,
"HU31","Northern Hungary","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80.8,,
"HU32","Northern Great Plain","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78.8,,
"HU33","Southern Great Plain","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,77.9,,
"ISL","Iceland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.9,,
"IS01","Capital Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.7,,
"IS02","Other Regions","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,57.2,,
"IRL","Ireland","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.6,,
"IE01","Border, Midland and Western","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58.6,,
"IE02","Southern and Eastern","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.3,,
"ISR","Israel","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,81.9,,
"IL01","Jerusalem District","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78,,
"IL02","Northern District","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78.2,,
"IL03","Haifa District","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80.3,,
"IL04","Central District","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,81.9,,
"IL05","Tel Aviv District","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,87.1,,
"IL06","Southern District","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,84.9,,
"ITA","Italy","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,82.8,,
"ITC1","Piedmont","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,86,,
"ITC2","Aosta Valley","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,75,,
"ITC3","Liguria","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.2,,
"ITC4","Lombardy","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.6,,
"ITF1","Abruzzo","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93.3,,
"ITF2","Molise","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,75.6,,
"ITF3","Campania","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.8,,
"ITF4","Apulia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.1,,
"ITF5","Basilicata ","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.9,,
"ITF6","Calabria","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.6,,
"ITG1","Sicily","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,87.1,,
"ITG2","Sardinia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.8,,
"ITH1","Province of Bolzano-Bozen","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,89.7,,
"ITH2","Province of Trento","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,89.7,,
"ITH3","Veneto","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80,,
"ITH4","Friuli-Venezia Giulia","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,91.1,,
"ITH5","Emilia–Romagna","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,86.9,,
"ITI1","Tuscany","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,86.3,,
"ITI2","Umbria","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80,,
"ITI3","Marche","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,86.7,,
"ITI4","Lazio","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.2,,
"JPN","Japan","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.1,,
"JPA","Hokkaido","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,73.9,,
"JPB","Tohoku","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71.4,,
"JPC","Northern-Kanto, Koshin","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.2,,
"JPD","Southern-Kanto","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.3,,
"JPE","Hokuriku","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.1,,
"JPF","Toukai","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71,,
"JPG","Kansai region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71,,
"JPH","Chugoku","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,67.2,,
"JPI","Shikoku","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,79.9,,
"JPJ","Kyushu, Okinawa","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.1,,
"KOR","Korea","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,74.2,,
"KR01","Capital Region (KR)","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76.5,,
"KR02","Gyeongnam Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,73.9,,
"KR03","Gyeonbuk Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,74.7,,
"KR04","Jeolla Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,75.8,,
"KR05","Chungcheong Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71,,
"KR06","Gangwon Region","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,67.6,,
"KR07","Jeju","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,74.7,,
"LUX","Luxembourg","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,26.5,,
"LU00","Luxembourg","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,26.3,,
"MEX","Mexico","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,68.3,,
"ME01","Aguascalientes","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,49.9,,
"ME02","Baja California Norte","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,73.4,,
"ME03","Baja California Sur","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64,,
"ME04","Campeche","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,50.7,,
"ME05","Coahuila","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.6,,
"ME06","Colima","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80.8,,
"ME07","Chiapas","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,50.7,,
"ME08","Chihuahua","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72.7,,
"ME09","Federal District (MX)","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,79.7,,
"ME10","Durango","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,57.7,,
"ME11","Guanajuato","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.8,,
"ME12","Guerrero","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,43.3,,
"ME13","Hidalgo","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.4,,
"ME14","Jalisco","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.7,,
"ME15","Mexico","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72.8,,
"ME16","Michoacan","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.4,,
"ME17","Morelos","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.5,,
"ME18","Nayarit","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.6,,
"ME19","Nuevo Leon","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.6,,
"ME20","Oaxaca","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58.6,,
"ME21","Puebla","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,66.9,,
"ME22","Queretaro","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,51.4,,
"ME23","Quintana Roo","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.5,,
"ME24","San Luis Potosi","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,36.5,,
"ME25","Sinaloa","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76,,
"ME26","Sonora","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.4,,
"ME27","Tabasco","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,67.2,,
"ME28","Tamaulipas","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64.1,,
"ME29","Tlaxcala","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72.3,,
"ME30","Veracruz","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,68.9,,
"ME31","Yucatan","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.1,,
"ME32","Zacatecas","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,90.1,,
"NLD","Netherlands","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,34.3,,
"NZL","New Zealand","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,25.2,,
"NOR","Norway","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,27.6,,
"NO01","Oslo and Akershus","SUBJ_PERC_CORR","Perception of corrution","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,30.3,,
